Район,Округ,Номер избирательного округа,Номер ТИК,Номер УИК,Количество избирателей,Примечание,Примечание
Красносельский,муниципальный округ Южно-Приморский,5.0,47,1131,0,,43965
Красносельский,муниципальный округ Южно-Приморский,5.0,47,1132,0,,43964
Красносельский,муниципальный округ Южно-Приморский,3.0,47,1133,0,,54497
Красносельский,муниципальный округ Южно-Приморский,3.0,47,1134,0,,54498
Красносельский,муниципальный округ Южно-Приморский,4.0,47,1135,0,,54499
Красносельский,муниципальный округ Южно-Приморский,1.0,47,1136,0,,54500
Красносельский,муниципальный округ Коломна,1.0,47,1137,0,новый 2018,54674
Красносельский,муниципальный округ Коломна,1.0,47,1138,0,новый 2018,54675
Красносельский,муниципальный округ Коломна,4.0,47,1139,0,новый 2019,54728
Красносельский,муниципальный округ Коломна,4.0,47,2331,0,новый 2021,54835
Красносельский,муниципальный округ Коломна,4.0,47,2332,0,новый 2021,54836
Красносельский,муниципальный округ Коломна,4.0,47,2333,0,новый 2021,54837
Красносельский,муниципальный округ Коломна,5.0,47,2334,0,новый 2021,54838
Красносельский,муниципальный округ Коломна,1.0,47,2335,0,новый 2021,54839
Красносельский,муниципальный округ Коломна,1.0,47,2336,0,новый 2021,54840
Кронштадтский,город Кронштадт,1.0,15,1220,0,,44267
Кронштадтский,город Кронштадт,1.0,15,1221,0,,44268
Кронштадтский,город Кронштадт,1.0,15,1222,0,,44269
Кронштадтский,город Кронштадт,1.0,15,1223,0,,44270
Кронштадтский,город Кронштадт,1.0,15,1224,0,,44271
Кронштадтский,город Кронштадт,1.0,15,1225,0,,44272
Кронштадтский,город Кронштадт,1.0,15,1226,0,,44273
Кронштадтский,город Кронштадт,1.0,15,1227,0,,44274
Кронштадтский,город Кронштадт,1.0,15,1228,0,,44276
Кронштадтский,город Кронштадт,1.0,15,1229,0,,44275
Кронштадтский,город Кронштадт,2.0,15,1230,0,,44277
Кронштадтский,город Кронштадт,2.0,15,1231,0,,44278
Кронштадтский,город Кронштадт,2.0,15,1232,0,,44279
Кронштадтский,город Кронштадт,2.0,15,1233,0,,44280
Кронштадтский,город Кронштадт,2.0,15,1234,0,,44283
Кронштадтский,город Кронштадт,2.0,15,1235,0,,44282
Кронштадтский,город Кронштадт,2.0,15,1236,0,,44281
Кронштадтский,город Кронштадт,2.0,15,1237,0,,44284
Кронштадтский,город Кронштадт,2.0,15,1238,0,,54485
Курортный,город Сестрорецк,1.0,13,1239,0,,44217
Курортный,город Сестрорецк,1.0,13,1240,0,,44218
Курортный,город Сестрорецк,1.0,13,1241,0,,44221
Курортный,город Сестрорецк,1.0,13,1242,0,,44227
Курортный,город Сестрорецк,1.0,13,1243,0,,44219
Курортный,город Сестрорецк,1.0,13,1244,0,,44220
Курортный,город Сестрорецк,1.0,13,1245,0,,44222
Курортный,город Сестрорецк,2.0,13,1246,0,,44223
Курортный,город Сестрорецк,2.0,13,1247,0,,44224
Курортный,город Сестрорецк,2.0,13,1248,0,,44228
Курортный,город Сестрорецк,2.0,13,1249,0,,44229
Курортный,город Сестрорецк,2.0,13,1250,0,,44230
Курортный,город Сестрорецк,2.0,13,1251,0,,44225
Курортный,город Сестрорецк,2.0,13,1252,0,,44226
Курортный,город Сестрорецк,2.0,13,1253,0,,44231
Курортный,поселок Белоостров,1.0,13,1254,0,,44169
Курортный,поселок Солнечное,1.0,13,1255,0,,44170
Курортный,поселок Песочный,1.0,13,1256,0,,44196
Курортный,поселок Песочный,1.0,13,1257,0,,44195
Курортный,поселок Песочный,2.0,13,1258,0,,44194
Курортный,поселок Песочный,2.0,13,1259,0,,44193
Курортный,поселок Репино,1.0,13,1260,0,,44171
Курортный,поселок Комарово,1.0,13,1261,0,,44172
Курортный,город Зеленогорск,1.0,13,1262,0,,44190
Курортный,город Зеленогорск,1.0,13,1263,0,,44187
Курортный,город Зеленогорск,2.0,13,1264,0,,44186
Курортный,город Зеленогорск,2.0,13,1265,0,,44189
Курортный,город Зеленогорск,2.0,13,1266,0,,44184
Курортный,город Зеленогорск,2.0,13,1267,0,,44185
Курортный,город Зеленогорск,2.0,13,1268,0,,44188
Курортный,поселок Ушково,1.0,13,1269,0,,44173
Курортный,поселок Серово,1.0,13,1270,0,,44174
Курортный,поселок Молодежное,1.0,13,1271,0,,44175
Курортный,поселок Смолячково,1.0,13,1272,0,,44176
Курортный,муниципальный округ Коломна,1.0,13,1273,0,новый 2019,54758
Московский,муниципальный округ Московская застава,1.0,19,1279,0,,44079
Московский,муниципальный округ Московская застава,1.0,19,1280,0,,44080
Московский,муниципальный округ Московская застава,1.0,19,1281,0,,44081
Московский,муниципальный округ Московская застава,1.0,19,1282,0,,44082
Московский,муниципальный округ Московская застава,1.0,19,1283,0,,44083
Московский,муниципальный округ Московская застава,2.0,19,1284,0,,44084
Московский,муниципальный округ Московская застава,2.0,19,1285,0,,44085
Московский,муниципальный округ Московская застава,2.0,19,1286,0,,44086
Московский,муниципальный округ Московская застава,2.0,19,1287,0,,44087
Московский,муниципальный округ Московская застава,2.0,19,1288,0,,44092
Московский,муниципальный округ Московская застава,2.0,19,1289,0,,44091
Московский,муниципальный округ Московская застава,3.0,19,1290,0,,44090
Московский,муниципальный округ Московская застава,3.0,19,1291,0,,44098
Московский,муниципальный округ Московская застава,3.0,19,1292,0,,44096
Московский,муниципальный округ Московская застава,3.0,19,1293,0,,44097
Московский,муниципальный округ Московская застава,3.0,19,1294,0,,44099
Московский,муниципальный округ Московская застава,4.0,19,1295,0,,44093
Московский,муниципальный округ Московская застава,4.0,19,1296,0,,44094
Московский,муниципальный округ Московская застава,4.0,19,1297,0,,44095
Московский,муниципальный округ Московская застава,4.0,19,1298,0,,44089
Московский,муниципальный округ Московская застава,4.0,19,1299,0,,44088
Московский,муниципальный округ Гагаринское,1.0,19,1300,0,,44129
Московский,муниципальный округ Гагаринское,1.0,19,1301,0,,44127
Московский,муниципальный округ Гагаринское,1.0,19,1302,0,,44126
Московский,муниципальный округ Гагаринское,1.0,19,1303,0,,44128
Московский,муниципальный округ Гагаринское,1.0,19,1304,0,,44132
Московский,муниципальный округ Гагаринское,1.0,19,1305,0,,44130
Московский,муниципальный округ Гагаринское,2.0,19,1306,0,,44131
Московский,муниципальный округ Гагаринское,2.0,19,1307,0,,44133
Московский,муниципальный округ Гагаринское,2.0,19,1308,0,,44134
Московский,муниципальный округ Гагаринское,2.0,19,1309,0,,44135
Московский,муниципальный округ Гагаринское,2.0,19,1310,0,,44136
Московский,муниципальный округ Гагаринское,2.0,19,1311,0,,44137
Московский,муниципальный округ Гагаринское,3.0,19,1312,0,,44138
Московский,муниципальный округ Гагаринское,3.0,19,1313,0,,44141
Московский,муниципальный округ Гагаринское,3.0,19,1314,0,,44139
Московский,муниципальный округ Гагаринское,3.0,19,1315,0,,44140
Московский,муниципальный округ Гагаринское,3.0,19,1316,0,,44144
Московский,муниципальный округ Гагаринское,3.0,19,1317,0,,44142
Московский,муниципальный округ Гагаринское,3.0,19,1318,0,,44143
Московский,муниципальный округ Гагаринское,4.0,19,1319,0,,44145
Московский,муниципальный округ Гагаринское,4.0,19,1320,0,,44146
Московский,муниципальный округ Гагаринское,4.0,19,1321,0,,44147
Московский,муниципальный округ Гагаринское,4.0,19,1322,0,,44148
Московский,муниципальный округ Гагаринское,4.0,19,1323,0,,44149
Московский,муниципальный округ Гагаринское,4.0,19,1324,0,,44150
Московский,муниципальный округ Коломна,4.0,19,1354,0,новый 2019,54760
Московский,муниципальный округ Новоизмайловское,138.0,27,1367,0,,44200
Московский,муниципальный округ Новоизмайловское,138.0,27,1368,0,,44199
Московский,муниципальный округ Новоизмайловское,138.0,27,1369,0,,44198
Московский,муниципальный округ Новоизмайловское,138.0,27,1370,0,,44197
Московский,муниципальный округ Новоизмайловское,138.0,27,1371,0,,44201
Московский,муниципальный округ Новоизмайловское,138.0,27,1372,0,,44237
Московский,муниципальный округ Новоизмайловское,138.0,27,1373,0,,44238
Московский,муниципальный округ Новоизмайловское,138.0,27,1374,0,,44213
Московский,муниципальный округ Новоизмайловское,140.0,27,1375,0,,44239
Московский,муниципальный округ Новоизмайловское,140.0,27,1376,0,,44236
Московский,муниципальный округ Новоизмайловское,140.0,27,1377,0,,44235
Московский,муниципальный округ Новоизмайловское,140.0,27,1378,0,,44234
Московский,муниципальный округ Новоизмайловское,140.0,27,1379,0,,44233
Московский,муниципальный округ Новоизмайловское,140.0,27,1380,0,,44232
Московский,муниципальный округ Новоизмайловское,140.0,27,1381,0,,44216
Московский,муниципальный округ Новоизмайловское,139.0,27,1382,0,,44212
Московский,муниципальный округ Новоизмайловское,139.0,27,1383,0,,44214
Московский,муниципальный округ Новоизмайловское,139.0,27,1384,0,,44215
Московский,муниципальный округ Новоизмайловское,139.0,27,1385,0,,44211
Московский,муниципальный округ Новоизмайловское,139.0,27,1386,0,,44210
Московский,муниципальный округ Новоизмайловское,139.0,27,1387,0,,44204
Московский,муниципальный округ Новоизмайловское,139.0,27,1388,0,,44203
Московский,муниципальный округ Новоизмайловское,141.0,27,1389,0,,44205
Московский,муниципальный округ Новоизмайловское,141.0,27,1390,0,,44206
Московский,муниципальный округ Новоизмайловское,141.0,27,1391,0,,44202
Московский,муниципальный округ Новоизмайловское,141.0,27,1392,0,,44207
Московский,муниципальный округ Новоизмайловское,141.0,27,1393,0,,44208
Московский,муниципальный округ Новоизмайловское,141.0,27,1394,0,,44209
Московский,муниципальный округ Пулковский меридиан,142.0,27,1395,0,,44240
Московский,муниципальный округ Пулковский меридиан,142.0,27,1396,0,,44241
Московский,муниципальный округ Пулковский меридиан,142.0,27,1397,0,,44242
Московский,муниципальный округ Пулковский меридиан,142.0,27,1398,0,,44243
Московский,муниципальный округ Пулковский меридиан,142.0,27,1399,0,,44244
Московский,муниципальный округ Пулковский меридиан,143.0,27,1400,0,,44245
Московский,муниципальный округ Пулковский меридиан,143.0,27,1401,0,,44246
Московский,муниципальный округ Пулковский меридиан,143.0,27,1402,0,,44247
Московский,муниципальный округ Пулковский меридиан,143.0,27,1403,0,,44249
Московский,муниципальный округ Пулковский меридиан,144.0,27,1404,0,,44248
Московский,муниципальный округ Пулковский меридиан,144.0,27,1405,0,,44251
Московский,муниципальный округ Пулковский меридиан,144.0,27,1406,0,,44252
Московский,муниципальный округ Пулковский меридиан,144.0,27,1407,0,,44250
Московский,муниципальный округ Пулковский меридиан,145.0,27,1408,0,,44253
Московский,муниципальный округ Пулковский меридиан,145.0,27,1409,0,,44255
Московский,муниципальный округ Пулковский меридиан,145.0,27,1410,0,,44254
Московский,муниципальный округ Пулковский меридиан,145.0,27,1411,0,,44256
Московский,муниципальный округ Пулковский меридиан,145.0,27,1412,0,,44257
Московский,муниципальный округ Звездное,1.0,48,1325,0,,44154
Московский,муниципальный округ Звездное,1.0,48,1326,0,,44155
Московский,муниципальный округ Звездное,1.0,48,1327,0,,44156
Московский,муниципальный округ Звездное,1.0,48,1328,0,,44157
Московский,муниципальный округ Звездное,1.0,48,1329,0,,44158
Московский,муниципальный округ Звездное,1.0,48,1330,0,,44161
Московский,муниципальный округ Звездное,2.0,48,1331,0,,44160
Московский,муниципальный округ Звездное,1.0,48,1332,0,,44162
Московский,муниципальный округ Звездное,2.0,48,1333,0,,44159
Московский,муниципальный округ Звездное,2.0,48,1334,0,,44165
Московский,муниципальный округ Звездное,2.0,48,1335,0,,44164
Московский,муниципальный округ Звездное,2.0,48,1336,0,,44163
Московский,муниципальный округ Звездное,2.0,48,1337,0,,44166
Московский,муниципальный округ Звездное,3.0,48,1338,0,,44177
Московский,муниципальный округ Звездное,3.0,48,1339,0,,44179
Московский,муниципальный округ Звездное,3.0,48,1340,0,,44183
Московский,муниципальный округ Звездное,2.0,48,1341,0,,44178
Московский,муниципальный округ Звездное,3.0,48,1342,0,,44181
Московский,муниципальный округ Звездное,3.0,48,1343,0,,44180
Московский,муниципальный округ Звездное,4.0,48,1344,0,,44167
Московский,муниципальный округ Звездное,4.0,48,1345,0,,44168
Московский,муниципальный округ Звездное,3.0,48,1346,0,,44182
Московский,муниципальный округ Звездное,4.0,48,1347,0,,44192
Московский,муниципальный округ Звездное,4.0,48,1348,0,,44191
Московский,муниципальный округ Звездное,4.0,48,1349,0,,44151
Московский,муниципальный округ Звездное,4.0,48,1350,0,,44152
Московский,муниципальный округ Звездное,4.0,48,1351,0,,44153
Московский,муниципальный округ Звездное,3.0,48,1352,0,,44349
Московский,муниципальный округ Коломна,4.0,48,1353,0,новый 2019,54729
Московский,муниципальный округ Коломна,4.0,48,1361,0,новый 2021,54841
Московский,муниципальный округ Коломна,4.0,48,1362,0,новый 2021,54842
Невский,муниципальный округ Правобережный,174.0,5,1508,0,,43117
Невский,муниципальный округ Правобережный,174.0,5,1509,0,,43118
Невский,муниципальный округ Правобережный,174.0,5,1510,0,,43119
Невский,муниципальный округ Правобережный,174.0,5,1511,0,,43120
Невский,муниципальный округ Правобережный,174.0,5,1512,0,,43121
Невский,муниципальный округ Правобережный,174.0,5,1513,0,,43122
Невский,муниципальный округ Правобережный,175.0,5,1514,0,,43123
Невский,муниципальный округ Правобережный,175.0,5,1515,0,,43124
Невский,муниципальный округ Правобережный,175.0,5,1516,0,,43125
Невский,муниципальный округ Правобережный,175.0,5,1517,0,,43126
Невский,муниципальный округ Правобережный,175.0,5,1518,0,,43127
Невский,муниципальный округ Правобережный,175.0,5,1519,0,,43128
Невский,муниципальный округ Правобережный,176.0,5,1520,0,,43129
Невский,муниципальный округ Правобережный,176.0,5,1521,0,,43130
Невский,муниципальный округ Правобережный,176.0,5,1522,0,,43132
Невский,муниципальный округ Правобережный,176.0,5,1523,0,,43133
Невский,муниципальный округ Правобережный,176.0,5,1524,0,,43139
Невский,муниципальный округ Правобережный,176.0,5,1525,0,,43140
Невский,муниципальный округ Правобережный,177.0,5,1526,0,,43148
Невский,муниципальный округ Правобережный,177.0,5,1527,0,,43138
Невский,муниципальный округ Правобережный,177.0,5,1528,0,,43137
Невский,муниципальный округ Правобережный,177.0,5,1529,0,,43136
Невский,муниципальный округ Правобережный,177.0,5,1530,0,,43135
Невский,муниципальный округ Правобережный,177.0,5,1531,0,,43134
Невский,муниципальный округ Правобережный,177.0,5,1532,0,,54509
Невский,муниципальный округ Коломна,175.0,5,1535,0,новый 2018,54678
Невский,муниципальный округ Коломна,177.0,5,1536,0,новый 2018,54679
Невский,муниципальный округ Коломна,177.0,5,2341,0,новый 2021,54848
Невский,муниципальный округ Невская застава,150.0,24,1545,0,,43149
Невский,муниципальный округ Невская застава,150.0,24,1546,0,,43150
Невский,муниципальный округ Невская застава,150.0,24,1547,0,,43151
Невский,муниципальный округ Невская застава,150.0,24,1548,0,,43152
Невский,муниципальный округ Невская застава,150.0,24,1549,0,,43153
Невский,муниципальный округ Невская застава,150.0,24,1550,0,,43154
Невский,муниципальный округ Невская застава,151.0,24,1551,0,,43155
Невский,муниципальный округ Невская застава,151.0,24,1552,0,,43156
Невский,муниципальный округ Невская застава,151.0,24,1553,0,,43157
Невский,муниципальный округ Невская застава,151.0,24,1554,0,,43158
Невский,муниципальный округ Невская застава,151.0,24,1555,0,,43159
Невский,муниципальный округ Невская застава,151.0,24,1556,0,,43160
Невский,муниципальный округ Ивановский,152.0,24,1557,0,,43162
Невский,муниципальный округ Ивановский,152.0,24,1558,0,,43163
Невский,муниципальный округ Ивановский,152.0,24,1559,0,,43164
Невский,муниципальный округ Ивановский,153.0,24,1560,0,,43165
Невский,муниципальный округ Ивановский,152.0,24,1561,0,,43166
Невский,муниципальный округ Ивановский,152.0,24,1562,0,,43167
Невский,муниципальный округ Ивановский,152.0,24,1563,0,,43168
Невский,муниципальный округ Ивановский,153.0,24,1564,0,,43169
Невский,муниципальный округ Ивановский,153.0,24,1565,0,,43170
Невский,муниципальный округ Ивановский,153.0,24,1566,0,,43171
Невский,муниципальный округ Ивановский,153.0,24,1567,0,,43172
Невский,муниципальный округ Ивановский,153.0,24,1568,0,,43173
Невский,муниципальный округ Обуховский,154.0,24,1569,0,,43192
Невский,муниципальный округ Обуховский,154.0,24,1570,0,,43193
Невский,муниципальный округ Обуховский,154.0,24,1571,0,,43194
Невский,муниципальный округ Обуховский,154.0,24,1572,0,,43195
Невский,муниципальный округ Обуховский,154.0,24,1573,0,,43196
Невский,муниципальный округ Обуховский,154.0,24,1574,0,,43197
Невский,муниципальный округ Обуховский,154.0,24,1575,0,,43198
Невский,муниципальный округ Обуховский,154.0,24,1576,0,,43199
Невский,муниципальный округ Обуховский,155.0,24,1577,0,,43200
Невский,муниципальный округ Обуховский,155.0,24,1578,0,,43201
Невский,муниципальный округ Обуховский,155.0,24,1579,0,,43202
Невский,муниципальный округ Обуховский,155.0,24,1580,0,,43203
Невский,муниципальный округ Обуховский,155.0,24,1581,0,,43204
Невский,муниципальный округ Обуховский,155.0,24,1582,0,,43205
Невский,муниципальный округ Обуховский,155.0,24,1583,0,,43206
Невский,муниципальный округ Обуховский,155.0,24,1584,0,,43207
Невский,муниципальный округ Обуховский,155.0,24,1585,0,,43208
Невский,муниципальный округ Коломна,154.0,24,2366,0,новый 2021,54846
Невский,муниципальный округ Коломна,155.0,24,2367,0,новый 2021,54847
Невский,муниципальный округ Оккервиль,170.0,49,1488,0,,43090
Невский,муниципальный округ Оккервиль,170.0,49,1489,0,,43091
Невский,муниципальный округ Оккервиль,170.0,49,1490,0,,43092
Невский,муниципальный округ Оккервиль,170.0,49,1491,0,,43093
Невский,муниципальный округ Оккервиль,170.0,49,1492,0,,43094
Невский,муниципальный округ Оккервиль,171.0,49,1493,0,,43095
Невский,муниципальный округ Оккервиль,171.0,49,1494,0,,43096
Невский,муниципальный округ Оккервиль,171.0,49,1495,0,,43097
Невский,муниципальный округ Оккервиль,171.0,49,1496,0,,43098
Невский,муниципальный округ Оккервиль,171.0,49,1497,0,,43103
Невский,муниципальный округ Оккервиль,172.0,49,1498,0,,43104
Невский,муниципальный округ Оккервиль,172.0,49,1499,0,,43105
Невский,муниципальный округ Оккервиль,172.0,49,1500,0,,43106
Невский,муниципальный округ Оккервиль,172.0,49,1501,0,,43107
Невский,муниципальный округ Оккервиль,172.0,49,1502,0,,43108
Невский,муниципальный округ Оккервиль,173.0,49,1503,0,,43109
Невский,муниципальный округ Оккервиль,173.0,49,1504,0,,43110
Невский,муниципальный округ Оккервиль,173.0,49,1505,0,,43111
Невский,муниципальный округ Оккервиль,173.0,49,1506,0,,43112
Невский,муниципальный округ Оккервиль,173.0,49,1507,0,,43115
Невский,муниципальный округ №54,162.0,50,1443,0,,43044
Невский,муниципальный округ №54,162.0,50,1444,0,,43045
Невский,муниципальный округ №54,162.0,50,1445,0,,43046
Невский,муниципальный округ №54,162.0,50,1446,0,,43047
Невский,муниципальный округ №54,162.0,50,1447,0,,43048
Невский,муниципальный округ №54,162.0,50,1448,0,,43049
Невский,муниципальный округ №54,163.0,50,1449,0,,43050
Невский,муниципальный округ №54,163.0,50,1450,0,,43051
Невский,муниципальный округ №54,163.0,50,1451,0,,43052
Невский,муниципальный округ №54,163.0,50,1452,0,,43053
Невский,муниципальный округ №54,163.0,50,1453,0,,43054
Невский,муниципальный округ №54,163.0,50,1454,0,,43055
Невский,муниципальный округ №54,164.0,50,1455,0,,43056
Невский,муниципальный округ №54,164.0,50,1456,0,,43057
Невский,муниципальный округ №54,164.0,50,1457,0,,43058
Невский,муниципальный округ №54,164.0,50,1458,0,,43059
Невский,муниципальный округ №54,164.0,50,1459,0,,43060
Невский,муниципальный округ №54,165.0,50,1460,0,,43061
Невский,муниципальный округ №54,165.0,50,1461,0,,43062
Невский,муниципальный округ №54,165.0,50,1462,0,,43063
Невский,муниципальный округ №54,165.0,50,1463,0,,43064
Невский,муниципальный округ №54,165.0,50,1464,0,,43065
Невский,муниципальный округ №54,165.0,50,1465,0,,43066
Невский,муниципальный округ Коломна,164.0,50,2353,0,новый 2021,54920
Невский,муниципальный округ Народный,158.0,51,1422,0,,43022
Невский,муниципальный округ Народный,158.0,51,1423,0,,43024
Невский,муниципальный округ Народный,158.0,51,1424,0,,43025
Невский,муниципальный округ Народный,158.0,51,1425,0,,43026
Невский,муниципальный округ Народный,158.0,51,1426,0,,43027
Невский,муниципальный округ Народный,158.0,51,1427,0,,43028
Невский,муниципальный округ Народный,159.0,51,1428,0,,43029
Невский,муниципальный округ Народный,159.0,51,1429,0,,43030
Невский,муниципальный округ Народный,159.0,51,1430,0,,43036
Невский,муниципальный округ Народный,159.0,51,1431,0,,43037
Невский,муниципальный округ Народный,159.0,51,1432,0,,43038
Невский,муниципальный округ Народный,160.0,51,1433,0,,43031
Невский,муниципальный округ Народный,160.0,51,1434,0,,43032
Невский,муниципальный округ Народный,160.0,51,1435,0,,43033
Невский,муниципальный округ Народный,160.0,51,1436,0,,43034
Невский,муниципальный округ Народный,160.0,51,1437,0,,43035
Невский,муниципальный округ Народный,161.0,51,1438,0,,43039
Невский,муниципальный округ Народный,161.0,51,1439,0,,43040
Невский,муниципальный округ Народный,161.0,51,1440,0,,43041
Невский,муниципальный округ Народный,161.0,51,1441,0,,43042
Невский,муниципальный округ Народный,161.0,51,1442,0,,43043
Невский,муниципальный округ Коломна,158.0,51,1533,0,новый 2018,54676
Невский,муниципальный округ Коломна,158.0,51,1534,0,новый 2018,54677
Невский,муниципальный округ Коломна,159.0,51,1538,0,новый 2019,54735
Невский,муниципальный округ Коломна,158.0,51,1539,0,новый 2021,54843
Невский,муниципальный округ Невский округ,166.0,52,1466,0,,43067
Невский,муниципальный округ Невский округ,166.0,52,1467,0,,43069
Невский,муниципальный округ Невский округ,166.0,52,1468,0,,43068
Невский,муниципальный округ Невский округ,166.0,52,1469,0,,43070
Невский,муниципальный округ Невский округ,166.0,52,1470,0,,43072
Невский,муниципальный округ Невский округ,167.0,52,1471,0,,43073
Невский,муниципальный округ Невский округ,167.0,52,1472,0,,43074
Невский,муниципальный округ Невский округ,167.0,52,1473,0,,43076
Невский,муниципальный округ Невский округ,167.0,52,1474,0,,43075
Невский,муниципальный округ Невский округ,167.0,52,1475,0,,43077
Невский,муниципальный округ Невский округ,167.0,52,1476,0,,43078
Невский,муниципальный округ Невский округ,168.0,52,1477,0,,43079
Невский,муниципальный округ Невский округ,168.0,52,1478,0,,43080
Невский,муниципальный округ Невский округ,168.0,52,1479,0,,43081
Невский,муниципальный округ Невский округ,168.0,52,1480,0,,43084
Невский,муниципальный округ Невский округ,168.0,52,1481,0,,43083
Невский,муниципальный округ Невский округ,169.0,52,1482,0,,43085
Невский,муниципальный округ Невский округ,169.0,52,1483,0,,43082
Невский,муниципальный округ Невский округ,169.0,52,1484,0,,43086
Невский,муниципальный округ Невский округ,169.0,52,1485,0,,43087
Невский,муниципальный округ Невский округ,169.0,52,1486,0,,43088
Невский,муниципальный округ Невский округ,169.0,52,1487,0,,43089
Невский,муниципальный округ Коломна,168.0,52,1537,0,новый 2019,54736
Невский,муниципальный округ Коломна,166.0,52,2359,0,новый 2021,54844
Невский,муниципальный округ Коломна,166.0,52,2360,0,новый 2021,54845
Невский,муниципальный округ Рыбацкое,156.0,53,1586,0,,43212
Невский,муниципальный округ Рыбацкое,156.0,53,1587,0,,43214
Невский,муниципальный округ Рыбацкое,156.0,53,1588,0,,43215
Невский,муниципальный округ Рыбацкое,156.0,53,1589,0,,43217
Невский,муниципальный округ Рыбацкое,156.0,53,1590,0,,43218
Невский,муниципальный округ Рыбацкое,156.0,53,1591,0,,43219
Невский,муниципальный округ Рыбацкое,156.0,53,1592,0,,43220
Невский,муниципальный округ Рыбацкое,156.0,53,1593,0,,43221
Невский,муниципальный округ Рыбацкое,156.0,53,1594,0,,43222
Невский,муниципальный округ Рыбацкое,157.0,53,1595,0,,43223
Невский,муниципальный округ Рыбацкое,157.0,53,1596,0,,43224
Невский,муниципальный округ Рыбацкое,157.0,53,1597,0,,43225
Невский,муниципальный округ Рыбацкое,157.0,53,1598,0,,43226
Невский,муниципальный округ Рыбацкое,157.0,53,1599,0,,43227
Невский,муниципальный округ Рыбацкое,157.0,53,1600,0,,43228
Невский,муниципальный округ Рыбацкое,157.0,53,1601,0,,43229
Невский,муниципальный округ Рыбацкое,157.0,53,1602,0,,43230
Невский,муниципальный округ Рыбацкое,157.0,53,1603,0,,43231
Невский,муниципальный округ Рыбацкое,157.0,53,1604,0,,43232
Невский,муниципальный округ Коломна,157.0,53,1605,0,новый 2019,54738
Невский,муниципальный округ Коломна,157.0,53,1606,0,новый 2021,54849
Невский,муниципальный округ Коломна,157.0,53,1607,0,новый 2021,54850
Петроградский,муниципальный округ Посадский,182.0,18,1627,0,,43177
Петроградский,муниципальный округ Посадский,182.0,18,1628,0,,43179
Петроградский,муниципальный округ Посадский,182.0,18,1629,0,,43180
Петроградский,муниципальный округ Посадский,182.0,18,1630,0,,43176
Петроградский,муниципальный округ Посадский,183.0,18,1631,0,,43178
Петроградский,муниципальный округ Посадский,183.0,18,1632,0,,43175
Петроградский,муниципальный округ Посадский,183.0,18,1633,0,,43174
Петроградский,муниципальный округ Посадский,183.0,18,1634,0,,43161
Петроградский,муниципальный округ Аптекарский остров,184.0,18,1635,0,,43181
Петроградский,муниципальный округ Аптекарский остров,184.0,18,1636,0,,43182
Петроградский,муниципальный округ Аптекарский остров,184.0,18,1637,0,,43184
Петроградский,муниципальный округ Аптекарский остров,184.0,18,1638,0,,43183
Петроградский,муниципальный округ Аптекарский остров,184.0,18,1639,0,,43185
Петроградский,муниципальный округ Аптекарский остров,185.0,18,1640,0,,43186
Петроградский,муниципальный округ Аптекарский остров,185.0,18,1641,0,,43187
Петроградский,муниципальный округ Аптекарский остров,185.0,18,1642,0,,43188
Петроградский,муниципальный округ Аптекарский остров,185.0,18,1643,0,,43190
Петроградский,муниципальный округ Чкаловское,188.0,18,1654,0,,43246
Петроградский,муниципальный округ Чкаловское,188.0,18,1655,0,,43247
Петроградский,муниципальный округ Чкаловское,188.0,18,1656,0,,43248
Петроградский,муниципальный округ Чкаловское,188.0,18,1657,0,,43245
Петроградский,муниципальный округ Чкаловское,188.0,18,1658,0,,43249
Петроградский,муниципальный округ Чкаловское,189.0,18,1659,0,,43239
Петроградский,муниципальный округ Чкаловское,189.0,18,1660,0,,43243
Петроградский,муниципальный округ Чкаловское,189.0,18,1661,0,,43244
Петроградский,муниципальный округ Чкаловское,189.0,18,1662,0,,43242
Петроградский,муниципальный округ Чкаловское,189.0,18,1663,0,,43241
Петроградский,муниципальный округ Чкаловское,189.0,18,1664,0,,43240
Петроградский,муниципальный округ Введенский,178.0,54,1612,0,,43099
Петроградский,муниципальный округ Введенский,178.0,54,1613,0,,43100
Петроградский,муниципальный округ Введенский,178.0,54,1614,0,,43101
Петроградский,муниципальный округ Введенский,178.0,54,1615,0,,43102
Петроградский,муниципальный округ Введенский,179.0,54,1616,0,,43113
Петроградский,муниципальный округ Введенский,179.0,54,1617,0,,43114
Петроградский,муниципальный округ Введенский,179.0,54,1618,0,,43116
Петроградский,муниципальный округ Введенский,179.0,54,1619,0,,43131
Петроградский,муниципальный округ Кронверкское,180.0,54,1620,0,,43141
Петроградский,муниципальный округ Кронверкское,180.0,54,1621,0,,43146
Петроградский,муниципальный округ Кронверкское,180.0,54,1622,0,,43142
Петроградский,муниципальный округ Кронверкское,181.0,54,1623,0,,43143
Петроградский,муниципальный округ Кронверкское,181.0,54,1624,0,,43147
Петроградский,муниципальный округ Кронверкское,181.0,54,1625,0,,43145
Петроградский,муниципальный округ Кронверкское,181.0,54,1626,0,,43144
Петроградский,муниципальный округ округ Петровский,186.0,54,1644,0,,43209
Петроградский,муниципальный округ округ Петровский,186.0,54,1645,0,,43191
Петроградский,муниципальный округ округ Петровский,186.0,54,1646,0,,43210
Петроградский,муниципальный округ округ Петровский,186.0,54,1647,0,,43211
