Район,Округ,Номер избирательного округа,Номер ТИК,Номер УИК,Количество избирателей,Примечание,Примечание
Калининский,муниципальный округ №21,57.0,40,447,0,,43435
Калининский,муниципальный округ №21,57.0,40,448,0,,43436
Калининский,муниципальный округ №21,57.0,40,449,0,,43437
Калининский,муниципальный округ №21,58.0,40,450,0,,43438
Калининский,муниципальный округ №21,58.0,40,451,0,,43439
Калининский,муниципальный округ №21,58.0,40,452,0,,43440
Калининский,муниципальный округ №21,58.0,40,453,0,,43441
Калининский,муниципальный округ №21,59.0,40,454,0,,43442
Калининский,муниципальный округ №21,58.0,40,455,0,,43443
Калининский,муниципальный округ №21,59.0,40,456,0,,43444
Калининский,муниципальный округ №21,59.0,40,457,0,,43445
Калининский,муниципальный округ №21,59.0,40,458,0,,43446
Калининский,муниципальный округ №21,59.0,40,459,0,,43447
Калининский,муниципальный округ №21,59.0,40,460,0,,43448
Калининский,муниципальный округ №21,58.0,40,461,0,,43449
Калининский,муниципальный округ №21,60.0,40,462,0,,43450
Калининский,муниципальный округ №21,57.0,40,463,0,,43451
Калининский,муниципальный округ №21,60.0,40,464,0,,43452
Калининский,муниципальный округ №21,60.0,40,465,0,,43453
Калининский,муниципальный округ №21,60.0,40,466,0,,43454
Калининский,муниципальный округ №21,60.0,40,467,0,,43455
Калининский,муниципальный округ №21,60.0,40,468,0,,43456
Кировский,муниципальный округ Княжево,1.0,3,611,0,,43681
Кировский,муниципальный округ Княжево,1.0,3,612,0,,43680
Кировский,муниципальный округ Княжево,1.0,3,613,0,,43679
Кировский,муниципальный округ Княжево,1.0,3,614,0,,43678
Кировский,муниципальный округ Княжево,1.0,3,615,0,,43677
Кировский,муниципальный округ Княжево,2.0,3,616,0,,43676
Кировский,муниципальный округ Княжево,1.0,3,617,0,,43671
Кировский,муниципальный округ Княжево,2.0,3,618,0,,43672
Кировский,муниципальный округ Княжево,2.0,3,619,0,,43675
Кировский,муниципальный округ Княжево,2.0,3,620,0,,43673
Кировский,муниципальный округ Княжево,2.0,3,621,0,,43674
Кировский,муниципальный округ Княжево,3.0,3,622,0,,43670
Кировский,муниципальный округ Княжево,3.0,3,623,0,,43669
Кировский,муниципальный округ Княжево,3.0,3,624,0,,43668
Кировский,муниципальный округ Княжево,3.0,3,625,0,,43666
Кировский,муниципальный округ Княжево,3.0,3,626,0,,43667
Кировский,муниципальный округ Княжево,3.0,3,627,0,,43665
Кировский,муниципальный округ Княжево,4.0,3,628,0,,43664
Кировский,муниципальный округ Княжево,4.0,3,629,0,,43662
Кировский,муниципальный округ Княжево,4.0,3,630,0,,43663
Кировский,муниципальный округ Княжево,4.0,3,631,0,,43661
Кировский,муниципальный округ Княжево,4.0,3,632,0,,43660
Кировский,муниципальный округ Красненькая речка,1.0,7,633,0,,43815
Кировский,муниципальный округ Красненькая речка,1.0,7,634,0,,43804
Кировский,муниципальный округ Красненькая речка,1.0,7,635,0,,43805
Кировский,муниципальный округ Красненькая речка,1.0,7,636,0,,43806
Кировский,муниципальный округ Красненькая речка,1.0,7,637,0,,43807
Кировский,муниципальный округ Красненькая речка,1.0,7,638,0,,43808
Кировский,муниципальный округ Красненькая речка,2.0,7,639,0,,43809
Кировский,муниципальный округ Красненькая речка,2.0,7,640,0,,43810
Кировский,муниципальный округ Красненькая речка,2.0,7,641,0,,43811
Кировский,муниципальный округ Красненькая речка,2.0,7,642,0,,43812
Кировский,муниципальный округ Красненькая речка,2.0,7,643,0,,43814
Кировский,муниципальный округ Красненькая речка,2.0,7,644,0,,43813
Кировский,муниципальный округ Дачное,77.0,7,787,0,,43591
Кировский,муниципальный округ Дачное,77.0,7,788,0,,43592
Кировский,муниципальный округ Дачное,77.0,7,789,0,,43593
Кировский,муниципальный округ Дачное,77.0,7,790,0,,43594
Кировский,муниципальный округ Дачное,77.0,7,791,0,,43595
Кировский,муниципальный округ Дачное,77.0,7,792,0,,43596
Кировский,муниципальный округ Дачное,77.0,7,793,0,,43597
Кировский,муниципальный округ Дачное,78.0,7,794,0,,43598
Кировский,муниципальный округ Дачное,78.0,7,795,0,,43599
Кировский,муниципальный округ Дачное,78.0,7,796,0,,43600
Кировский,муниципальный округ Дачное,78.0,7,797,0,,43601
Кировский,муниципальный округ Дачное,78.0,7,798,0,,43602
Кировский,муниципальный округ Дачное,78.0,7,799,0,,43603
Кировский,муниципальный округ Дачное,78.0,7,800,0,,43604
Кировский,муниципальный округ Дачное,79.0,7,801,0,,43605
Кировский,муниципальный округ Дачное,79.0,7,802,0,,43606
Кировский,муниципальный округ Дачное,79.0,7,803,0,,43607
Кировский,муниципальный округ Дачное,79.0,7,804,0,,43608
Кировский,муниципальный округ Дачное,79.0,7,805,0,,43609
Кировский,муниципальный округ Дачное,79.0,7,806,0,,43610
Кировский,муниципальный округ Дачное,79.0,7,807,0,,43611
Кировский,муниципальный округ Дачное,80.0,7,808,0,,43612
Кировский,муниципальный округ Дачное,80.0,7,809,0,,43613
Кировский,муниципальный округ Дачное,80.0,7,810,0,,43614
Кировский,муниципальный округ Дачное,80.0,7,811,0,,43615
Кировский,муниципальный округ Дачное,80.0,7,812,0,,43616
Кировский,муниципальный округ Дачное,80.0,7,813,0,,43617
Кировский,муниципальный округ Дачное,80.0,7,814,0,,43618
Кировский,муниципальный округ Нарвский округ,1.0,41,576,0,,43705
Кировский,муниципальный округ Нарвский округ,1.0,41,577,0,,43706
Кировский,муниципальный округ Нарвский округ,1.0,41,578,0,,43707
Кировский,муниципальный округ Нарвский округ,1.0,41,579,0,,44347
Кировский,муниципальный округ Нарвский округ,1.0,41,580,0,,43709
Кировский,муниципальный округ Нарвский округ,1.0,41,581,0,,43710
Кировский,муниципальный округ Нарвский округ,2.0,41,582,0,,43708
Кировский,муниципальный округ Нарвский округ,2.0,41,583,0,,43712
Кировский,муниципальный округ Нарвский округ,2.0,41,584,0,,43713
Кировский,муниципальный округ Нарвский округ,2.0,41,585,0,,43801
Кировский,муниципальный округ Нарвский округ,2.0,41,586,0,,43802
Кировский,муниципальный округ Нарвский округ,2.0,41,587,0,,43803
Кировский,муниципальный округ Морские ворота,89.0,41,588,0,,43816
Кировский,муниципальный округ Морские ворота,89.0,41,589,0,,43817
Кировский,муниципальный округ Морские ворота,90.0,41,590,0,,43818
Кировский,муниципальный округ Морские ворота,90.0,41,591,0,,43819
Кировский,муниципальный округ Автово,3.0,41,592,0,,43703
Кировский,муниципальный округ Автово,3.0,41,593,0,,43704
Кировский,муниципальный округ Автово,3.0,41,594,0,,43693
Кировский,муниципальный округ Автово,3.0,41,595,0,,43691
Кировский,муниципальный округ Автово,3.0,41,596,0,,43692
Кировский,муниципальный округ Автово,2.0,41,597,0,,43702
Кировский,муниципальный округ Автово,2.0,41,598,0,,43701
Кировский,муниципальный округ Автово,2.0,41,599,0,,43699
Кировский,муниципальный округ Автово,2.0,41,600,0,,43696
Кировский,муниципальный округ Автово,2.0,41,601,0,,43700
Кировский,муниципальный округ Автово,1.0,41,602,0,,43697
Кировский,муниципальный округ Автово,1.0,41,603,0,,43698
Кировский,муниципальный округ Автово,1.0,41,604,0,,43695
Кировский,муниципальный округ Автово,4.0,41,605,0,,43694
Кировский,муниципальный округ Автово,1.0,41,606,0,,43690
Кировский,муниципальный округ Автово,4.0,41,607,0,,43689
Кировский,муниципальный округ Автово,4.0,41,608,0,,43688
Кировский,муниципальный округ Автово,4.0,41,609,0,,43687
Кировский,муниципальный округ Автово,4.0,41,610,0,,43686
Кировский,муниципальный округ Ульянка,73.0,42,757,0,,43557
Кировский,муниципальный округ Ульянка,73.0,42,758,0,,43558
Кировский,муниципальный округ Ульянка,73.0,42,759,0,,43560
Кировский,муниципальный округ Ульянка,73.0,42,760,0,,43561
Кировский,муниципальный округ Ульянка,73.0,42,761,0,,43562
Кировский,муниципальный округ Ульянка,73.0,42,762,0,,43563
Кировский,муниципальный округ Ульянка,73.0,42,763,0,,43564
Кировский,муниципальный округ Ульянка,74.0,42,764,0,,43565
Кировский,муниципальный округ Ульянка,74.0,42,765,0,,43566
Кировский,муниципальный округ Ульянка,74.0,42,766,0,,43567
Кировский,муниципальный округ Ульянка,74.0,42,767,0,,43568
Кировский,муниципальный округ Ульянка,74.0,42,768,0,,43569
Кировский,муниципальный округ Ульянка,74.0,42,769,0,,43570
Кировский,муниципальный округ Ульянка,74.0,42,770,0,,43571
Кировский,муниципальный округ Ульянка,75.0,42,771,0,,43572
Кировский,муниципальный округ Ульянка,75.0,42,772,0,,43573
Кировский,муниципальный округ Ульянка,75.0,42,773,0,,43574
Кировский,муниципальный округ Ульянка,75.0,42,774,0,,43575
Кировский,муниципальный округ Ульянка,75.0,42,775,0,,43576
Кировский,муниципальный округ Ульянка,75.0,42,776,0,,43577
Кировский,муниципальный округ Ульянка,75.0,42,777,0,,43578
Кировский,муниципальный округ Ульянка,75.0,42,778,0,,43579
Кировский,муниципальный округ Ульянка,76.0,42,779,0,,43580
Кировский,муниципальный округ Ульянка,76.0,42,780,0,,43582
Кировский,муниципальный округ Ульянка,76.0,42,781,0,,43583
Кировский,муниципальный округ Ульянка,76.0,42,782,0,,43584
Кировский,муниципальный округ Ульянка,76.0,42,783,0,,43586
Кировский,муниципальный округ Ульянка,76.0,42,784,0,,43585
Кировский,муниципальный округ Ульянка,76.0,42,785,0,,43587
Кировский,муниципальный округ Ульянка,76.0,42,786,0,,43581
Колпинский,город Колпино,2.0,21,826,0,,43308
Колпинский,город Колпино,2.0,21,827,0,,43273
Колпинский,город Колпино,2.0,21,828,0,,43272
Колпинский,город Колпино,2.0,21,829,0,,43271
Колпинский,город Колпино,1.0,21,830,0,,43270
Колпинский,город Колпино,2.0,21,831,0,,43265
Колпинский,город Колпино,1.0,21,832,0,,43269
Колпинский,город Колпино,1.0,21,833,0,,43268
Колпинский,город Колпино,1.0,21,834,0,,43266
Колпинский,город Колпино,1.0,21,835,0,,43267
Колпинский,город Колпино,1.0,21,836,0,,43262
Колпинский,город Колпино,1.0,21,837,0,,43261
Колпинский,город Колпино,1.0,21,838,0,,43259
Колпинский,город Колпино,1.0,21,839,0,,43263
Колпинский,город Колпино,2.0,21,840,0,,43264
Колпинский,город Колпино,1.0,21,841,0,,43260
Колпинский,город Колпино,3.0,21,842,0,,43287
Колпинский,город Колпино,2.0,21,843,0,,43286
Колпинский,город Колпино,3.0,21,844,0,,43285
Колпинский,город Колпино,3.0,21,845,0,,43284
Колпинский,город Колпино,3.0,21,846,0,,43289
Колпинский,город Колпино,2.0,21,847,0,,43288
Колпинский,город Колпино,2.0,21,848,0,,43306
Колпинский,город Колпино,3.0,21,849,0,,43290
Колпинский,город Колпино,3.0,21,850,0,,43301
Колпинский,город Колпино,3.0,21,851,0,,43302
Колпинский,город Колпино,4.0,21,852,0,,43303
Колпинский,город Колпино,4.0,21,853,0,,43304
Колпинский,город Колпино,4.0,21,854,0,,43305
Колпинский,город Колпино,3.0,21,855,0,,43291
Колпинский,город Колпино,5.0,21,856,0,,43292
Колпинский,город Колпино,3.0,21,857,0,,43293
Колпинский,город Колпино,4.0,21,858,0,,43294
Колпинский,город Колпино,4.0,21,859,0,,43295
Колпинский,город Колпино,4.0,21,860,0,,43296
Колпинский,город Колпино,4.0,21,861,0,,43297
Колпинский,город Колпино,4.0,21,862,0,,43298
Колпинский,город Колпино,4.0,21,863,0,,43299
Колпинский,город Колпино,4.0,21,864,0,,43300
Колпинский,город Колпино,5.0,21,865,0,,43277
Колпинский,город Колпино,5.0,21,866,0,,43278
Колпинский,город Колпино,5.0,21,867,0,,43276
Колпинский,город Колпино,5.0,21,868,0,,43281
Колпинский,город Колпино,5.0,21,869,0,,43280
Колпинский,город Колпино,2.0,21,870,0,,43283
Колпинский,город Колпино,5.0,21,871,0,,43282
Колпинский,город Колпино,5.0,21,872,0,,43279
Колпинский,город Колпино,5.0,21,873,0,,43275
Колпинский,город Колпино,5.0,21,874,0,,43274
Колпинский,город Колпино,2.0,21,875,0,,43307
Колпинский,муниципальный округ Коломна,2.0,21,893,0,новый 2021,54826
Колпинский,муниципальный округ Коломна,2.0,21,894,0,новый 2021,54918
Колпинский,поселок Саперный,1.0,43,876,0,,43310
Колпинский,поселок Понтонный,2.0,43,877,0,,43344
Колпинский,поселок Понтонный,2.0,43,878,0,,43343
Колпинский,поселок Понтонный,1.0,43,879,0,,43345
Колпинский,поселок Понтонный,1.0,43,880,0,,43346
Колпинский,поселок Усть-Ижора,1.0,43,881,0,,43347
Колпинский,поселок Металлострой,1.0,43,882,0,,43348
Колпинский,поселок Металлострой,1.0,43,883,0,,43357
Колпинский,поселок Металлострой,1.0,43,884,0,,43356
Колпинский,поселок Металлострой,1.0,43,885,0,,43349
Колпинский,поселок Металлострой,1.0,43,886,0,,43354
Колпинский,поселок Металлострой,2.0,43,887,0,,43353
Колпинский,поселок Металлострой,2.0,43,888,0,,43351
Колпинский,поселок Металлострой,2.0,43,889,0,,43350
Колпинский,поселок Металлострой,2.0,43,890,0,,43352
Колпинский,поселок Металлострой,2.0,43,891,0,,43355
Колпинский,поселок Петро-Славянка,1.0,43,892,0,,43358
Красногвардейский,муниципальный округ Полюстрово,1.0,4,901,0,,42889
Красногвардейский,муниципальный округ Полюстрово,1.0,4,902,0,,42890
Красногвардейский,муниципальный округ Полюстрово,1.0,4,903,0,,42892
Красногвардейский,муниципальный округ Полюстрово,1.0,4,904,0,,42893
Красногвардейский,муниципальный округ Полюстрово,1.0,4,905,0,,42891
Красногвардейский,муниципальный округ Полюстрово,2.0,4,906,0,,42894
Красногвардейский,муниципальный округ Полюстрово,2.0,4,907,0,,42895
Красногвардейский,муниципальный округ Полюстрово,2.0,4,908,0,,42896
Красногвардейский,муниципальный округ Полюстрово,2.0,4,909,0,,42897
Красногвардейский,муниципальный округ Полюстрово,2.0,4,910,0,,42898
Красногвардейский,муниципальный округ Полюстрово,3.0,4,911,0,,42899
Красногвардейский,муниципальный округ Полюстрово,3.0,4,912,0,,42900
Красногвардейский,муниципальный округ Полюстрово,3.0,4,913,0,,42901
Красногвардейский,муниципальный округ Полюстрово,3.0,4,914,0,,42902
Красногвардейский,муниципальный округ Полюстрово,3.0,4,915,0,,42903
Красногвардейский,муниципальный округ Полюстрово,4.0,4,916,0,,42904
Красногвардейский,муниципальный округ Полюстрово,4.0,4,917,0,,42905
Красногвардейский,муниципальный округ Полюстрово,4.0,4,918,0,,42906
Красногвардейский,муниципальный округ Полюстрово,4.0,4,919,0,,42907
Красногвардейский,муниципальный округ Полюстрово,4.0,4,920,0,,42908
Красногвардейский,муниципальный округ Полюстрово,1.0,4,960,0,,54507
Красногвардейский,муниципальный округ Полюстрово,1.0,4,961,0,,54508
Красногвардейский,муниципальный округ Коломна,1.0,4,962,0,новый 2018,54672
Красногвардейский,муниципальный округ Коломна,1.0,4,963,0,новый 2019,54726
Красногвардейский,муниципальный округ Коломна,1.0,4,964,0,новый 2021,54827
Красногвардейский,муниципальный округ Коломна,1.0,4,965,0,новый 2021,54828
Красногвардейский,муниципальный округ Коломна,1.0,4,966,0,новый 2021,54829
Красногвардейский,муниципальный округ Коломна,1.0,4,967,0,новый 2021,54914
Красногвардейский,муниципальный округ Пороховые,109.0,25,973,0,,42946
Красногвардейский,муниципальный округ Пороховые,109.0,25,974,0,,42947
Красногвардейский,муниципальный округ Пороховые,109.0,25,975,0,,42948
Красногвардейский,муниципальный округ Пороховые,108.0,25,976,0,,42949
Красногвардейский,муниципальный округ Пороховые,108.0,25,977,0,,42950
Красногвардейский,муниципальный округ Пороховые,108.0,25,978,0,,42951
Красногвардейский,муниципальный округ Пороховые,108.0,25,979,0,,42952
Красногвардейский,муниципальный округ Пороховые,108.0,25,980,0,,42953
Красногвардейский,муниципальный округ Пороховые,108.0,25,981,0,,42954
Красногвардейский,муниципальный округ Пороховые,108.0,25,982,0,,42955
Красногвардейский,муниципальный округ Пороховые,108.0,25,983,0,,42956
Красногвардейский,муниципальный округ Пороховые,108.0,25,984,0,,42957
Красногвардейский,муниципальный округ Пороховые,108.0,25,985,0,,42958
Красногвардейский,муниципальный округ Пороховые,108.0,25,986,0,,42959
Красногвардейский,муниципальный округ Пороховые,109.0,25,987,0,,42960
Красногвардейский,муниципальный округ Пороховые,109.0,25,988,0,,42961
Красногвардейский,муниципальный округ Пороховые,109.0,25,989,0,,42962
Красногвардейский,муниципальный округ Пороховые,109.0,25,990,0,,42963
Красногвардейский,муниципальный округ Пороховые,109.0,25,991,0,,42964
Красногвардейский,муниципальный округ Пороховые,109.0,25,992,0,,42965
Красногвардейский,муниципальный округ Пороховые,109.0,25,993,0,,42966
Красногвардейский,муниципальный округ Пороховые,109.0,25,994,0,,42967
Красногвардейский,муниципальный округ Пороховые,109.0,25,995,0,,42968
Красногвардейский,муниципальный округ Пороховые,109.0,25,996,0,,42969
Красногвардейский,муниципальный округ Пороховые,108.0,25,997,0,,42970
Красногвардейский,муниципальный округ Пороховые,108.0,25,998,0,,42971
Красногвардейский,муниципальный округ Пороховые,110.0,25,999,0,,42972
Красногвардейский,муниципальный округ Пороховые,110.0,25,1000,0,,42973
Красногвардейский,муниципальный округ Пороховые,110.0,25,1001,0,,42974
Красногвардейский,муниципальный округ Пороховые,110.0,25,1002,0,,42975
Красногвардейский,муниципальный округ Пороховые,110.0,25,1003,0,,42976
Красногвардейский,муниципальный округ Пороховые,110.0,25,1004,0,,42977
Красногвардейский,муниципальный округ Пороховые,110.0,25,1005,0,,42978
Красногвардейский,муниципальный округ Пороховые,110.0,25,1006,0,,42979
Красногвардейский,муниципальный округ Пороховые,110.0,25,1007,0,,42980
Красногвардейский,муниципальный округ Пороховые,110.0,25,1008,0,,42981
Красногвардейский,муниципальный округ Пороховые,110.0,25,1009,0,,42982
Красногвардейский,муниципальный округ Пороховые,110.0,25,1010,0,,42983
Красногвардейский,муниципальный округ Пороховые,111.0,25,1011,0,,42984
Красногвардейский,муниципальный округ Пороховые,111.0,25,1012,0,,42985
Красногвардейский,муниципальный округ Пороховые,111.0,25,1013,0,,42986
Красногвардейский,муниципальный округ Пороховые,111.0,25,1014,0,,42987
Красногвардейский,муниципальный округ Пороховые,111.0,25,1015,0,,42988
Красногвардейский,муниципальный округ Пороховые,111.0,25,1016,0,,42989
Красногвардейский,муниципальный округ Пороховые,111.0,25,1017,0,,42990
Красногвардейский,муниципальный округ Пороховые,111.0,25,1018,0,,42991
Красногвардейский,муниципальный округ Пороховые,111.0,25,1019,0,,42992
Красногвардейский,муниципальный округ Пороховые,111.0,25,1020,0,,42993
Красногвардейский,муниципальный округ Пороховые,111.0,25,1021,0,,42994
Красногвардейский,муниципальный округ Пороховые,111.0,25,1022,0,,42995
Красногвардейский,муниципальный округ Пороховые,111.0,25,1023,0,,42996
Красногвардейский,муниципальный округ Большая Охта,1.0,44,921,0,,42918
Красногвардейский,муниципальный округ Большая Охта,1.0,44,922,0,,42919
Красногвардейский,муниципальный округ Большая Охта,2.0,44,923,0,,42916
Красногвардейский,муниципальный округ Большая Охта,2.0,44,924,0,,42917
Красногвардейский,муниципальный округ Большая Охта,3.0,44,925,0,,42909
Красногвардейский,муниципальный округ Большая Охта,3.0,44,926,0,,42915
Красногвардейский,муниципальный округ Большая Охта,4.0,44,927,0,,42910
Красногвардейский,муниципальный округ Большая Охта,4.0,44,928,0,,42913
Красногвардейский,муниципальный округ Большая Охта,5.0,44,929,0,,42914
Красногвардейский,муниципальный округ Большая Охта,5.0,44,930,0,,42925
Красногвардейский,муниципальный округ Большая Охта,6.0,44,931,0,,42911
Красногвардейский,муниципальный округ Большая Охта,6.0,44,932,0,,42912
Красногвардейский,муниципальный округ Большая Охта,7.0,44,933,0,,42920
Красногвардейский,муниципальный округ Большая Охта,7.0,44,934,0,,42921
Красногвардейский,муниципальный округ Большая Охта,8.0,44,935,0,,42923
Красногвардейский,муниципальный округ Большая Охта,8.0,44,936,0,,42924
Красногвардейский,муниципальный округ Большая Охта,9.0,44,937,0,,42922
Красногвардейский,муниципальный округ Большая Охта,9.0,44,938,0,,42926
Красногвардейский,муниципальный округ Большая Охта,10.0,44,939,0,,42927
Красногвардейский,муниципальный округ Большая Охта,10.0,44,940,0,,42928
Красногвардейский,муниципальный округ Малая Охта,1.0,44,941,0,,42929
Красногвардейский,муниципальный округ Малая Охта,1.0,44,942,0,,42930
Красногвардейский,муниципальный округ Малая Охта,1.0,44,943,0,,42931
Красногвардейский,муниципальный округ Малая Охта,1.0,44,944,0,,42932
Красногвардейский,муниципальный округ Малая Охта,2.0,44,945,0,,42933
Красногвардейский,муниципальный округ Малая Охта,2.0,44,946,0,,42934
Красногвардейский,муниципальный округ Малая Охта,2.0,44,947,0,,42935
Красногвардейский,муниципальный округ Малая Охта,2.0,44,948,0,,42936
Красногвардейский,муниципальный округ Малая Охта,2.0,44,949,0,,42937
Красногвардейский,муниципальный округ Малая Охта,3.0,44,950,0,,42938
Красногвардейский,муниципальный округ Малая Охта,3.0,44,951,0,,42939
Красногвардейский,муниципальный округ Малая Охта,3.0,44,952,0,,42940
Красногвардейский,муниципальный округ Малая Охта,3.0,44,953,0,,42941
Красногвардейский,муниципальный округ Малая Охта,4.0,44,954,0,,42942
Красногвардейский,муниципальный округ Малая Охта,4.0,44,955,0,,42943
Красногвардейский,муниципальный округ Малая Охта,4.0,44,956,0,,42944
Красногвардейский,муниципальный округ Малая Охта,4.0,44,957,0,,42945
Красногвардейский,муниципальный округ Коломна,1.0,44,958,0,новый 2019,54746
Красногвардейский,муниципальный округ Ржевка,115.0,45,1024,0,,42997
Красногвардейский,муниципальный округ Ржевка,115.0,45,1025,0,,42999
Красногвардейский,муниципальный округ Ржевка,115.0,45,1026,0,,43000
Красногвардейский,муниципальный округ Ржевка,115.0,45,1027,0,,43001
Красногвардейский,муниципальный округ Ржевка,115.0,45,1028,0,,43002
Красногвардейский,муниципальный округ Ржевка,115.0,45,1029,0,,43003
Красногвардейский,муниципальный округ Ржевка,114.0,45,1030,0,,43004
Красногвардейский,муниципальный округ Ржевка,114.0,45,1031,0,,43005
Красногвардейский,муниципальный округ Ржевка,114.0,45,1032,0,,43006
Красногвардейский,муниципальный округ Ржевка,114.0,45,1033,0,,43007
Красногвардейский,муниципальный округ Ржевка,114.0,45,1034,0,,43008
Красногвардейский,муниципальный округ Ржевка,113.0,45,1035,0,,43009
Красногвардейский,муниципальный округ Ржевка,113.0,45,1036,0,,43010
Красногвардейский,муниципальный округ Ржевка,113.0,45,1037,0,,43011
Красногвардейский,муниципальный округ Ржевка,113.0,45,1038,0,,43012
Красногвардейский,муниципальный округ Ржевка,113.0,45,1039,0,,43013
Красногвардейский,муниципальный округ Ржевка,113.0,45,1040,0,,43014
Красногвардейский,муниципальный округ Ржевка,112.0,45,1041,0,,43015
Красногвардейский,муниципальный округ Ржевка,112.0,45,1042,0,,43016
Красногвардейский,муниципальный округ Ржевка,112.0,45,1043,0,,43017
Красногвардейский,муниципальный округ Ржевка,112.0,45,1044,0,,43021
Красногвардейский,муниципальный округ Ржевка,112.0,45,1045,0,,43019
Красногвардейский,муниципальный округ Ржевка,112.0,45,1046,0,,43020
Красногвардейский,муниципальный округ Ржевка,112.0,45,1047,0,,43018
Красносельский,муниципальный округ Юго-Запад,1.0,6,1058,0,,43899
Красносельский,муниципальный округ Юго-Запад,1.0,6,1059,0,,43903
Красносельский,муниципальный округ Юго-Запад,1.0,6,1060,0,,43902
Красносельский,муниципальный округ Юго-Запад,1.0,6,1061,0,,43898
Красносельский,муниципальный округ Юго-Запад,1.0,6,1062,0,,43900
Красносельский,муниципальный округ Юго-Запад,1.0,6,1063,0,,43901
Красносельский,муниципальный округ Юго-Запад,2.0,6,1064,0,,43907
Красносельский,муниципальный округ Юго-Запад,2.0,6,1065,0,,43906
Красносельский,муниципальный округ Юго-Запад,2.0,6,1066,0,,43908
Красносельский,муниципальный округ Юго-Запад,2.0,6,1067,0,,43909
Красносельский,муниципальный округ Юго-Запад,2.0,6,1068,0,,43905
Красносельский,муниципальный округ Юго-Запад,2.0,6,1069,0,,43904
Красносельский,муниципальный округ Юго-Запад,2.0,6,1070,0,,43910
Красносельский,муниципальный округ Юго-Запад,4.0,6,1071,0,,43911
Красносельский,муниципальный округ Юго-Запад,3.0,6,1072,0,,43912
Красносельский,муниципальный округ Юго-Запад,3.0,6,1073,0,,43917
Красносельский,муниципальный округ Юго-Запад,3.0,6,1074,0,,43918
Красносельский,муниципальный округ Юго-Запад,3.0,6,1075,0,,43922
Красносельский,муниципальный округ Юго-Запад,3.0,6,1076,0,,43921
Красносельский,муниципальный округ Юго-Запад,3.0,6,1077,0,,43916
Красносельский,муниципальный округ Юго-Запад,4.0,6,1078,0,,43913
Красносельский,муниципальный округ Юго-Запад,4.0,6,1079,0,,43914
Красносельский,муниципальный округ Юго-Запад,4.0,6,1080,0,,43915
Красносельский,муниципальный округ Юго-Запад,4.0,6,1081,0,,43919
Красносельский,муниципальный округ Юго-Запад,4.0,6,1082,0,,43920
Красносельский,муниципальный округ Урицк,1.0,6,1145,0,,43621
Красносельский,муниципальный округ Урицк,1.0,6,1146,0,,43622
Красносельский,муниципальный округ Урицк,1.0,6,1147,0,,43625
Красносельский,муниципальный округ Урицк,1.0,6,1148,0,,43626
Красносельский,муниципальный округ Урицк,1.0,6,1149,0,,43627
Красносельский,муниципальный округ Урицк,1.0,6,1150,0,,43629
Красносельский,муниципальный округ Урицк,1.0,6,1151,0,,43631
Красносельский,муниципальный округ Урицк,1.0,6,1152,0,,51906
Красносельский,муниципальный округ Урицк,1.0,6,1153,0,,51907
Красносельский,муниципальный округ Урицк,2.0,6,1154,0,,43635
Красносельский,муниципальный округ Урицк,2.0,6,1155,0,,43636
Красносельский,муниципальный округ Урицк,2.0,6,1156,0,,43637
Красносельский,муниципальный округ Урицк,2.0,6,1157,0,,43638
Красносельский,муниципальный округ Урицк,2.0,6,1158,0,,43639
Красносельский,муниципальный округ Урицк,2.0,6,1159,0,,43644
Красносельский,муниципальный округ Урицк,2.0,6,1160,0,,43641
Красносельский,муниципальный округ Урицк,2.0,6,1161,0,,43642
Красносельский,муниципальный округ Урицк,2.0,6,1162,0,,43646
Красносельский,муниципальный округ Урицк,2.0,6,1163,0,,51908
Красносельский,муниципальный округ Горелово,1.0,26,1179,0,,43776
Красносельский,муниципальный округ Горелово,1.0,26,1180,0,,43777
Красносельский,муниципальный округ Горелово,1.0,26,1181,0,,43780
Красносельский,муниципальный округ Горелово,1.0,26,1182,0,,43793
Красносельский,муниципальный округ Горелово,1.0,26,1183,0,,43795
Красносельский,муниципальный округ Горелово,2.0,26,1184,0,,43831
Красносельский,муниципальный округ Горелово,1.0,26,1185,0,,43821
Красносельский,муниципальный округ Горелово,2.0,26,1186,0,,43828
Красносельский,муниципальный округ Горелово,2.0,26,1187,0,,43829
Красносельский,муниципальный округ Горелово,2.0,26,1188,0,,43832
Красносельский,муниципальный округ Горелово,2.0,26,1189,0,,43833
Красносельский,муниципальный округ Коломна,2.0,26,1190,0,новый 2021,54830
Красносельский,муниципальный округ Коломна,2.0,26,1191,0,новый 2021,54831
Красносельский,город Красное Село,1.0,26,1193,0,,43841
Красносельский,город Красное Село,1.0,26,1194,0,,43848
Красносельский,город Красное Село,1.0,26,1195,0,,43853
Красносельский,город Красное Село,1.0,26,1196,0,,43854
Красносельский,город Красное Село,2.0,26,1197,0,,43858
Красносельский,город Красное Село,1.0,26,1198,0,,43888
Красносельский,город Красное Село,1.0,26,1199,0,,43891
Красносельский,город Красное Село,1.0,26,1200,0,,43892
Красносельский,город Красное Село,1.0,26,1201,0,,51885
Красносельский,город Красное Село,1.0,26,1202,0,,51886
Красносельский,город Красное Село,1.0,26,1203,0,,43926
Красносельский,город Красное Село,1.0,26,1204,0,,43929
Красносельский,город Красное Село,1.0,26,1205,0,,43930
